"playerID","yearID","ballots","needed","votes","avg(Batting.G)","avg(Batting.AB)","avg(Batting.R)","avg(Batting.H)","avg(Batting.2b)","avg(Batting.3B)","avg(Batting.HR)","avg(Batting.RBI)","avg(Batting.SB)","avg(Batting.CS)","avg(Batting.BB)","avg(Batting.SO)","avg(Batting.IBB)","avg(Batting.HBP)","avg(Batting.SH)","avg(Batting.SF)","avg(Batting.GIDP)","inducted"
"adamssp01",1960,269,202,1,101.7143,396.9286,60.2857,113.4286,17.7857,3.4286,0.6429,28.1429,11.0000,3.5714,32.3571,15.9286,0,2,9.714285714285714,0,1,"N"
"ageeto01",1979,432,324,0,86.8462,300.9231,42.9231,76.8462,13.0769,2.0769,10.0000,33.3077,12.8462,6.2308,26.3077,70.6154,2,2.6153846153846154,1.6153846153846154,1.1538461538461537,7.615384615384615,"N"
"aguilri01",2006,520,390,3,38.7895,7.3158,0.6316,1.4737,0.1579,0.0000,0.1579,0.5789,0.0000,0.0000,0.3158,1.9474,0,0,0.8421052631578947,0,0.05263157894736842,"N"
"akerja01",1980,385,289,0,35.4286,6.5714,0.2143,0.5000,0.1429,0.0000,0.0000,0.2857,0.0000,0.0000,0.0714,3.6429,0,0.07142857142857142,0.7142857142857143,0,0.07142857142857142,"N"
"alexado01",1995,460,345,0,24.4348,11.5217,0.8261,1.9130,0.3478,0.0000,0.0000,0.7391,0.0000,0.0000,0.3913,3.3478,0,0.043478260869565216,1,0.08695652173913043,0.30434782608695654,"N"
"alexape01",1936,226,170,55,33.4762,86.1905,7.3333,18.0000,2.8571,0.6190,0.5238,7.7619,0.1429,0.2381,3.6667,13.1429,0,0.09523809523809523,4.190476190476191,0,0,"N"
"alexape01",1937,201,151,125,33.4762,86.1905,7.3333,18.0000,2.8571,0.6190,0.5238,7.7619,0.1429,0.2381,3.6667,13.1429,0,0.09523809523809523,4.190476190476191,0,0,"N"
"alexape01",1938,262,197,212,33.4762,86.1905,7.3333,18.0000,2.8571,0.6190,0.5238,7.7619,0.1429,0.2381,3.6667,13.1429,0,0.09523809523809523,4.190476190476191,0,0,"Y"
"allenbe01",1979,432,324,0,87.6154,261.8462,27.4615,62.6923,10.7692,1.6154,5.6154,27.0000,1.0000,1.2308,28.4615,32.6154,4,0.6153846153846154,1.8461538461538463,1.3076923076923077,4.615384615384615,"N"
"allendi01",1983,374,281,14,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1985,395,297,28,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1986,425,319,41,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1987,413,310,55,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1988,427,321,52,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1989,447,336,35,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1990,444,333,58,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1991,443,333,59,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1992,430,323,69,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1993,423,318,70,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1994,456,342,66,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1995,460,345,72,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1996,470,353,89,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allendi01",1997,473,353,79,116.6000,422.1333,73.2667,123.2000,21.3333,5.2667,23.4000,74.6000,8.8667,3.4667,59.6000,103.7333,9.2,1.0666666666666667,1.2666666666666666,3.533333333333333,10.933333333333334,"N"
"allenjo02",1955,251,189,1,24.3333,47.7333,5.4667,8.2667,0.8000,0.2000,0.2667,4.2667,0.0667,0.0000,2.2000,10.3333,0,0,2.4,0,0.5333333333333333,"N"
"alleyge01",1979,432,324,0,108.6364,357.0000,40.1818,90.8182,12.7273,4.0000,5.0000,31.0909,5.7273,2.7273,27.2727,56.5455,5.636363636363637,2.4545454545454546,5.090909090909091,2,8.636363636363637,"N"
"allisdo01",1936,78,59,1,26.5000,117.2500,19.6667,31.7500,3.5833,0.8333,0.1667,11.6667,0.4167,0.1667,1.8333,3.3333,0,0,0,0,0,"N"
"alomaro01",2010,539,405,397,125.2105,477.5263,79.3684,143.3684,26.5263,4.2105,11.0526,59.6842,24.9474,6.0000,54.3158,60.0000,3.263157894736842,2.6315789473684212,7.7894736842105265,5.105263157894737,10.842105263157896,"N"
"alomaro01",2011,581,436,523,125.2105,477.5263,79.3684,143.3684,26.5263,4.2105,11.0526,59.6842,24.9474,6.0000,54.3158,60.0000,3.263157894736842,2.6315789473684212,7.7894736842105265,5.105263157894737,10.842105263157896,"Y"
"alomasa02",2013,569,427,16,62.5909,205.9091,23.6364,56.1818,11.3182,0.4545,5.0909,26.7273,1.1364,1.0909,9.6364,22.6818,0.6818181818181818,1.8636363636363635,2.1818181818181817,1.5454545454545454,6,"N"
"aloufe01",1980,385,289,3,109.5789,386.2632,51.8421,110.5789,18.8947,2.5789,10.8421,44.8421,5.6316,3.5263,22.2632,37.1579,3.526315789473684,3,1.736842105263158,2.9473684210526314,7.105263157894737,"N"
"alouje01",1985,395,297,1,86.2500,271.5625,28.0000,76.0000,10.6250,1.6250,2.0000,23.5625,1.9375,2.8750,8.6250,16.6875,2,1.875,2.75,1.25,8.9375,"N"
"alouma01",1980,385,289,5,98.0588,340.5294,45.8824,104.5294,13.8824,2.9412,1.8235,25.1176,9.1765,4.7059,18.2941,22.1765,2.235294117647059,2.1176470588235294,3.235294117647059,1.7058823529411764,5.9411764705882355,"N"
"aloumo01",2014,571,429,6,107.8889,390.9444,61.6111,118.5556,23.3889,2.1667,18.4444,71.5000,5.8889,2.0556,40.9444,49.6667,5.055555555555555,2.6666666666666665,0.5,4.555555555555555,10.833333333333334,"N"
"alstowa01",1983,0,0,0,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0,0,0,"Y"
"altroni01",1937,201,151,3,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1938,262,197,7,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1939,274,206,6,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1953,264,198,1,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1954,252,189,2,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1956,193,145,1,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1958,266,200,20,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"altroni01",1960,269,202,18,10.9524,26.1905,2.4762,4.6190,0.4286,0.0476,0.0952,1.2857,0.2381,0.0476,1.3810,0.0000,0,0.5238095238095238,0.7142857142857143,0,0,"N"
"anderbr01",2008,543,408,0,114.6250,406.1875,66.3750,103.8125,21.1250,4.1875,13.1250,47.5625,19.6875,6.2500,60.0000,74.3750,3.6875,9.625,4.625,3.125,4.0625,"N"
"anderga01",2016,440,330,1,131.0588,508.2353,63.7647,148.7647,30.7059,2.1176,16.8824,80.2941,4.7059,2.7647,25.2353,72.0000,6.117647058823529,0.47058823529411764,0.7647058823529411,5.117647058823529,11.588235294117647,"N"
"andersp01",2000,0,0,0,152.0000,477.0000,42.0000,104.0000,9.0000,3.0000,0.0000,34.0000,6.0000,9.0000,42.0000,53.0000,1,1,5,2,15,"Y"
"ansonca01",1936,78,59,39,93.4444,380.6296,73.9259,126.5926,21.5185,5.2593,3.5926,76.8889,10.2222,0.5926,36.4074,11.1852,0,1.1851851851851851,1,0,0,"N"
"ansonca01",1939,0,0,0,93.4444,380.6296,73.9259,126.5926,21.5185,5.2593,3.5926,76.8889,10.2222,0.5926,36.4074,11.1852,0,1.1851851851851851,1,0,0,"Y"
"aparilu01",1979,432,324,120,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"N"
"aparilu01",1980,385,289,124,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"N"
"aparilu01",1981,401,301,148,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"N"
"aparilu01",1982,415,312,174,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"N"
"aparilu01",1983,374,281,252,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"N"
"aparilu01",1984,403,303,341,144.5000,568.3333,74.1667,148.7222,21.8889,5.1111,4.6111,43.9444,28.1111,7.5556,40.8889,41.2222,1.2222222222222223,1.5,8.944444444444445,4.222222222222222,10.222222222222221,"Y"
"appieke01",2010,539,405,1,23.0000,4.6111,0.2222,0.4444,0.0000,0.0000,0.0000,0.2222,0.0000,0.0000,0.0556,2.1667,0,0.05555555555555555,0.2777777777777778,0,0,"N"
"applilu01",1953,264,198,2,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1955,251,189,3,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1956,193,145,14,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1958,266,200,77,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1960,269,202,72,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1962,160,120,48,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"applilu01",1964,201,0,189,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"Y"
"applilu01",1964,201,151,142,121.1000,442.8000,65.9500,137.4500,22.0000,5.1000,2.2500,55.8000,8.9500,5.4000,65.1000,26.4000,0,0.55,3.7,0,6.45,"N"
"archeji01",1937,201,151,6,60.5000,189.0000,17.5714,47.1429,7.5714,2.4286,1.1429,21.1429,2.5714,0.4286,8.8571,17.2143,0,1.3571428571428572,6.642857142857143,0,0,"N"
"archeji01",1938,262,197,7,60.5000,189.0000,17.5714,47.1429,7.5714,2.4286,1.1429,21.1429,2.5714,0.4286,8.8571,17.2143,0,1.3571428571428572,6.642857142857143,0,0,"N"
"archeji01",1939,274,206,3,60.5000,189.0000,17.5714,47.1429,7.5714,2.4286,1.1429,21.1429,2.5714,0.4286,8.8571,17.2143,0,1.3571428571428572,6.642857142857143,0,0,"N"
"ashburi01",1968,283,213,6,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1969,340,255,10,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1970,300,225,11,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1971,360,270,10,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1972,396,297,11,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1973,380,285,25,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1974,365,274,56,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1975,362,272,76,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1976,388,291,85,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1977,383,288,139,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1978,379,285,158,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1979,432,324,130,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1980,385,289,134,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1981,401,301,142,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1982,415,312,126,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"N"
"ashburi01",1995,0,0,0,145.9333,557.6667,88.1333,171.6000,21.1333,7.2667,1.9333,39.0667,15.6000,6.1333,79.8667,38.0667,1.6666666666666667,2.8666666666666667,7.466666666666667,1.2,5.533333333333333,"Y"
"aurilri01",2015,549,412,0,103.2500,357.5625,46.5625,98.5000,18.8125,1.3750,11.6250,47.2500,1.4375,1.1250,28.1250,53.8125,1.375,1.5,2.25,2.9375,8.75,"N"
"ausmubr01",2016,440,330,0,103.7368,330.4737,37.7895,83.1053,14.2105,1.7895,4.2105,31.9474,5.3684,2.7895,33.3684,54.4211,3.6315789473684212,3.6315789473684212,4.315789473684211,1.9473684210526316,10.578947368421053,"N"
"austiji01",1958,266,200,1,87.7778,299.3333,36.7222,73.7778,9.6667,4.2222,0.7222,21.6667,13.5556,2.3889,32.8889,20.1667,0,2.4444444444444446,15.444444444444445,0,0,"N"
"averiea01",1949,153,115,1,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1952,234,176,2,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1955,251,189,2,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1956,193,145,3,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1958,266,200,14,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1960,269,202,11,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1962,160,120,3,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"N"
"averiea01",1975,0,0,0,119.1429,453.7857,87.4286,144.2143,28.6429,9.1429,17.0000,83.1429,5.0000,4.0714,55.2857,37.0000,0,2.357142857142857,3.9285714285714284,0,0.5,"Y"
"baergca01",2011,581,436,0,101.8750,339.9375,45.6875,98.9375,17.4375,1.0625,8.3750,48.3750,3.6875,1.5000,18.1875,36.2500,2.5625,4.5625,1.625,4.125,9.875,"N"
"bagweje01",2011,581,436,242,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2012,573,430,321,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2013,569,427,339,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2014,571,429,310,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2015,549,412,306,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2016,440,330,315,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"N"
"bagweje01",2017,442,332,381,143.3333,519.8000,101.1333,154.2667,32.5333,2.1333,29.9333,101.9333,13.4667,5.2000,93.4000,103.8667,10.333333333333334,8.533333333333333,0.2,6.8,14.733333333333333,"Y"
"bahnsst01",1988,427,321,0,30.2632,25.2105,1.1579,2.9474,0.4211,0.1053,0.0526,1.0000,0.0000,0.0000,1.0000,11.8421,0,0.05263157894736842,2.263157894736842,0.05263157894736842,0.21052631578947367,"N"
"bailebo01",1984,403,303,1,107.2778,337.8889,42.8889,86.8889,13.0000,2.3889,10.5000,42.9444,4.7222,4.6111,47.3333,62.5556,3.7222222222222223,0.9444444444444444,2.2222222222222223,2.888888888888889,10.833333333333334,"N"
"bailobo01",1991,443,333,0,86.8182,267.0000,30.8182,70.4545,9.7273,2.0909,0.8182,20.1818,8.1818,3.2727,17.0000,14.9091,0.9090909090909091,1.8181818181818181,3.8181818181818183,1.8181818181818181,4.636363636363637,"N"
"baineha01",2007,545,409,29,104.8148,366.9630,48.1111,106.1481,18.0741,1.8148,14.2222,60.2963,1.2593,1.2593,39.3333,53.3704,6.925925925925926,0.5185185185185185,0.3333333333333333,3.6666666666666665,11.037037037037036,"N"
"baineha01",2008,543,408,28,104.8148,366.9630,48.1111,106.1481,18.0741,1.8148,14.2222,60.2963,1.2593,1.2593,39.3333,53.3704,6.925925925925926,0.5185185185185185,0.3333333333333333,3.6666666666666665,11.037037037037036,"N"
